"id","has_settlement","allegation_count","complaint_category"
"3388","1","32","Illegal Search"
"3833","0","1","False Arrest"
"3874","0","5","Operation/Personnel Violations"
"3912","0","26","Use Of Force"
"4014","0","9","Illegal Search"
"4081","0","18","Operation/Personnel Violations"
"4384","0","6","Conduct Unbecoming (Off-Duty)"
"4527","0","24","Operation/Personnel Violations"
"5043","0","13","Illegal Search"
"5539","0","8","Operation/Personnel Violations"
"6263","0","8","Operation/Personnel Violations"
"6356","0","4","Operation/Personnel Violations"
"6655","1","4","False Arrest"
"7144","0","3","Operation/Personnel Violations"
"7250","0","5","Operation/Personnel Violations"
"7743","0","4","Use Of Force"
"8291","0","1","Lockup Procedures"
"8720","0","1","Operation/Personnel Violations"
"9138","1","33","Use Of Force"
"9246","0","5","Lockup Procedures"
"9305","0","2","Criminal Misconduct"
"9428","0","2","Operation/Personnel Violations"
"9984","0","9","Illegal Search"
"10155","0","33","Operation/Personnel Violations"
"10202","0","8","Operation/Personnel Violations"
"10727","1","9","Lockup Procedures"
"10756","0","14","Operation/Personnel Violations"
"11116","0","25","Use Of Force"
"11752","0","15","Operation/Personnel Violations"
"12479","0","69","Operation/Personnel Violations"
"12763","1","22","Operation/Personnel Violations"
"14515","0","1","False Arrest"
"14544","0","5","Use Of Force"
"14890","0","2","Operation/Personnel Violations"
"14952","0","15","Illegal Search"
"14976","0","1","Conduct Unbecoming (Off-Duty)"
"15502","0","58","Illegal Search"
"15580","0","1","Operation/Personnel Violations"
"15591","0","3","Verbal Abuse"
"16376","0","5","Operation/Personnel Violations"
"16618","0","13","Operation/Personnel Violations"
"16918","0","4","Use Of Force"
"16958","0","3","Use Of Force"
"17283","0","6","Illegal Search"
"17447","0","14","Use Of Force"
"17459","0","3","Operation/Personnel Violations"
"17471","0","3","Traffic"
"17806","0","26","Operation/Personnel Violations"
"18179","0","1","Drug / Alcohol Abuse"
"18556","0","2","Operation/Personnel Violations"
"19107","0","3","Operation/Personnel Violations"
"19401","0","5","Operation/Personnel Violations"
"19666","0","1","Lockup Procedures"
"19818","0","5","Operation/Personnel Violations"
"19898","0","2","Illegal Search"
"20037","0","1","Conduct Unbecoming (Off-Duty)"
"20114","0","24","Use Of Force"
"20220","0","46","Use Of Force"
"20414","0","2","Operation/Personnel Violations"
"20610","0","7","Operation/Personnel Violations"
"20616","0","11","Use Of Force"
"20767","0","18","Operation/Personnel Violations"
"21208","1","11","Use Of Force"
"21208","1","11","Use Of Force"
"21584","0","1","Operation/Personnel Violations"
"21796","0","8","Operation/Personnel Violations"
"22058","0","12","Operation/Personnel Violations"
"22141","0","1","Illegal Search"
"22365","0","9","Operation/Personnel Violations"
"22842","0","9","Operation/Personnel Violations"
"23326","0","3","Operation/Personnel Violations"
"23768","0","21","Use Of Force"
"23786","0","35","Use Of Force"
"24285","0","9","Operation/Personnel Violations"
"24391","0","3","Illegal Search"
"24885","0","38","Use Of Force"
"25641","0","7","Operation/Personnel Violations"
"26031","0","1","Operation/Personnel Violations"
"26266","0","1","Use Of Force"
"26336","0","3","Domestic"
"26698","0","14","Operation/Personnel Violations"
"27098","0","2","Operation/Personnel Violations"
"27434","0","6","Lockup Procedures"
"27442","0","18","Operation/Personnel Violations"
"27610","0","24","Operation/Personnel Violations"
"28109","0","10","Use Of Force"
"28163","0","2","Lockup Procedures"
"28329","0","28","Illegal Search"
"29348","0","2","Operation/Personnel Violations"
"29483","0","9","Operation/Personnel Violations"
"29599","0","6","Operation/Personnel Violations"
"29791","0","4","Illegal Search"
"30774","0","6","Operation/Personnel Violations"
"31483","0","4","Operation/Personnel Violations"
"31554","0","9","Operation/Personnel Violations"
"31759","0","1","Operation/Personnel Violations"
"31765","0","2","Bribery / Official Corruption"
"31962","1","26","Illegal Search"
"32242","0","11","Use Of Force"
"32342","0","31","Illegal Search"
"32402","0","8","False Arrest"
"14","0","4","Operation/Personnel Violations"
"374","0","9","Operation/Personnel Violations"
"681","0","5","Operation/Personnel Violations"
"860","0","2","Conduct Unbecoming (Off-Duty)"
"1014","0","4","Operation/Personnel Violations"
"1123","0","1","Operation/Personnel Violations"
"1162","0","1","Use Of Force"
"1318","0","4","Operation/Personnel Violations"
"1375","0","4","Operation/Personnel Violations"
"2500","0","13","Use Of Force"
"3056","0","52","Illegal Search"
"3422","0","24","Use Of Force"
"3676","0","4","Use Of Force"
"3739","0","7","Operation/Personnel Violations"
"4326","0","4","Operation/Personnel Violations"
"4851","0","2","Use Of Force"
"5183","0","8","Use Of Force"
"5362","0","27","Operation/Personnel Violations"
"5435","0","11","Operation/Personnel Violations"
"5558","0","3","Lockup Procedures"
"5663","0","36","Operation/Personnel Violations"
"6199","0","13","Operation/Personnel Violations"
"6334","0","15","Operation/Personnel Violations"
"6338","0","4","Operation/Personnel Violations"
"6340","0","14","Operation/Personnel Violations"
"6418","0","3","Criminal Misconduct"
"6801","0","3","Use Of Force"
"6899","0","4","Criminal Misconduct"
"6993","0","18","Operation/Personnel Violations"
"7071","0","9","Illegal Search"
"7255","0","4","Use Of Force"
"7366","0","19","Use Of Force"
"7568","0","12","Use Of Force"
"7634","0","7","Operation/Personnel Violations"
"8185","0","1","Lockup Procedures"
"8417","1","22","Use Of Force"
"8473","0","12","Operation/Personnel Violations"
"9069","0","10","Conduct Unbecoming (Off-Duty)"
"9481","0","1","Use Of Force"
"9752","1","7","Illegal Search"
"9794","0","5","Illegal Search"
"10518","0","2","False Arrest"
"10722","0","23","Operation/Personnel Violations"
"10800","0","19","Operation/Personnel Violations"
"11028","0","14","Operation/Personnel Violations"
"11248","0","4","False Arrest"
"11313","0","2","Operation/Personnel Violations"
"11755","0","24","Operation/Personnel Violations"
"11831","0","24","Operation/Personnel Violations"
"12180","0","8","Domestic"
"12394","0","11","Operation/Personnel Violations"
"12434","0","14","Operation/Personnel Violations"
"12976","0","6","Operation/Personnel Violations"
"13390","0","2","Drug / Alcohol Abuse"
"14222","0","1","Verbal Abuse"
"14643","0","16","Operation/Personnel Violations"
"14887","0","4","Operation/Personnel Violations"
"14964","1","16","Use Of Force"
"15713","0","13","Operation/Personnel Violations"
"16077","0","2","Conduct Unbecoming (Off-Duty)"
"16161","0","6","Illegal Search"
"16255","0","1","Operation/Personnel Violations"
"16431","0","7","False Arrest"
"16515","0","24","Illegal Search"
"16730","0","1","Illegal Search"
"16856","0","26","Operation/Personnel Violations"
"16913","0","1","Criminal Misconduct"
"17425","0","38","Operation/Personnel Violations"
"17714","0","3","Operation/Personnel Violations"
"17865","0","2","Operation/Personnel Violations"
"18065","0","3","Use Of Force"
"18719","0","23","Use Of Force"
"19171","0","5","Illegal Search"
"19219","0","8","Conduct Unbecoming (Off-Duty)"
"19263","0","16","Lockup Procedures"
"19311","0","9","Illegal Search"
"19825","0","3","Use Of Force"
"20076","0","7","Operation/Personnel Violations"
"20605","0","2","Bribery / Official Corruption"
"20633","0","17","Operation/Personnel Violations"
"21068","0","4","Operation/Personnel Violations"
"21349","0","28","Traffic"
"22011","0","9","Operation/Personnel Violations"
"22369","0","1","Illegal Search"
"23280","0","2","Illegal Search"
"23356","0","4","Illegal Search"
"23470","0","4","Illegal Search"
"23916","0","17","Lockup Procedures"
"24094","0","21","Use Of Force"
"24258","0","1","Use Of Force"
"24293","0","11","Verbal Abuse"
"24851","0","25","Use Of Force"
"24889","0","8","Operation/Personnel Violations"
"25449","0","2","Lockup Procedures"
"25730","0","11","Use Of Force"
"25909","0","13","Operation/Personnel Violations"
"25939","0","3","Illegal Search"
"25955","0","9","Operation/Personnel Violations"
"25979","0","1","Operation/Personnel Violations"
"26320","0","5","Operation/Personnel Violations"
"26342","1","23","Operation/Personnel Violations"
"26496","0","36","Use Of Force"
"26674","0","10","Operation/Personnel Violations"
"27338","0","18","Operation/Personnel Violations"
"27489","0","3","Domestic"
"27694","0","39","Operation/Personnel Violations"
"27978","0","19","Illegal Search"
"28071","0","5","Operation/Personnel Violations"
"28107","0","2","Operation/Personnel Violations"
"28685","0","25","Operation/Personnel Violations"
"28863","0","2","Illegal Search"
"29388","0","15","Operation/Personnel Violations"
"29450","0","5","Lockup Procedures"
"29797","0","1","Use Of Force"
"29827","0","33","Use Of Force"
"29950","0","6","Conduct Unbecoming (Off-Duty)"
"30320","0","23","Operation/Personnel Violations"
"30430","0","34","Use Of Force"
"30538","0","7","Operation/Personnel Violations"
"30666","0","23","Use Of Force"
"30809","0","28","Use Of Force"
"30957","0","9","Operation/Personnel Violations"
"31054","0","14","Operation/Personnel Violations"
"31733","0","16","Operation/Personnel Violations"
"31934","0","29","Illegal Search"
"31941","0","30","Illegal Search"
"32120","1","20","Illegal Search"
"32120","1","20","Illegal Search"
"32120","1","20","Illegal Search"
"32120","1","20","Illegal Search"
"32416","0","33","Illegal Search"
"594","0","2","Use Of Force"
"1359","0","14","Operation/Personnel Violations"
"1509","0","34","Use Of Force"
"1554","0","7","Operation/Personnel Violations"
"1649","0","15","Operation/Personnel Violations"
"2166","0","6","Use Of Force"
"2867","0","22","Lockup Procedures"
"3527","0","4","Use Of Force"
"4022","0","6","Lockup Procedures"
"4065","0","8","Lockup Procedures"
"4690","0","19","Illegal Search"
"4844","0","77","Operation/Personnel Violations"
"4849","0","5","Operation/Personnel Violations"
"4916","0","11","Operation/Personnel Violations"
"4940","0","1","Criminal Misconduct"
"6080","0","3","Lockup Procedures"
"6131","0","5","Illegal Search"
"6191","0","3","Illegal Search"
"6672","0","3","Operation/Personnel Violations"
"6934","0","8","Use Of Force"
"7280","0","14","Use Of Force"
"7371","0","11","Operation/Personnel Violations"
"7438","0","2","Operation/Personnel Violations"
"7671","0","20","Operation/Personnel Violations"
"7801","1","11","Illegal Search"
"8169","0","19","Illegal Search"
"8602","0","13","Operation/Personnel Violations"
"8951","0","9","Use Of Force"
"9592","0","3","Operation/Personnel Violations"
"9774","0","4","Operation/Personnel Violations"
"9812","0","22","Operation/Personnel Violations"
"9826","0","2","Use Of Force"
"10110","0","6","Operation/Personnel Violations"
"10124","0","2","Operation/Personnel Violations"
"10171","0","48","Illegal Search"
"10704","0","8","Operation/Personnel Violations"
"10925","0","6","Illegal Search"
"10949","0","3","Operation/Personnel Violations"
"10994","0","2","Operation/Personnel Violations"
"11272","0","12","Operation/Personnel Violations"
"11273","1","12","Illegal Search"
"12011","0","26","Illegal Search"
"12313","0","57","Use Of Force"
"12468","0","2","Operation/Personnel Violations"
"12834","0","18","Operation/Personnel Violations"
"13118","0","12","Operation/Personnel Violations"
"13382","0","10","Use Of Force"
"13440","0","1","Operation/Personnel Violations"
"13768","0","19","Operation/Personnel Violations"
"13872","1","41","Use Of Force"
"13872","1","41","Use Of Force"
"13971","0","1","False Arrest"
"14094","0","18","Use Of Force"
"14337","0","1","Use Of Force"
"14704","0","10","Operation/Personnel Violations"
"15014","0","40","Use Of Force"
"15115","0","22","Illegal Search"
"15218","0","1","Conduct Unbecoming (Off-Duty)"
"15308","0","9","Operation/Personnel Violations"
"15822","0","1","Operation/Personnel Violations"
"15869","0","4","Conduct Unbecoming (Off-Duty)"
"16012","0","4","False Arrest"
"16310","0","11","Illegal Search"
"16417","0","7","Operation/Personnel Violations"
"16460","0","20","Use Of Force"
"16684","0","1","False Arrest"
"17251","0","15","Illegal Search"
"17358","0","17","Illegal Search"
"17999","0","2","Operation/Personnel Violations"
"18564","0","1","Operation/Personnel Violations"
"18758","0","2","Criminal Misconduct"
"18804","0","5","Illegal Search"
"18822","0","12","Operation/Personnel Violations"
"19482","0","2","Conduct Unbecoming (Off-Duty)"
"19620","1","29","Use Of Force"
"19871","0","26","Use Of Force"
"20208","0","13","Operation/Personnel Violations"
"20263","0","3","Operation/Personnel Violations"
"20832","0","1","Criminal Misconduct"
"21111","0","17","Operation/Personnel Violations"
"21422","0","11","Use Of Force"
"22074","0","18","Operation/Personnel Violations"
"22133","0","7","Operation/Personnel Violations"
"22854","0","10","Use Of Force"
"22972","0","2","Conduct Unbecoming (Off-Duty)"
"23021","0","1","Criminal Misconduct"
"23186","0","1","First Amendment"
"23424","1","24","Operation/Personnel Violations"
"23424","1","24","Operation/Personnel Violations"
"23646","0","3","Bribery / Official Corruption"
"24096","0","1","Traffic"
"24599","0","36","Illegal Search"
"25830","0","1","False Arrest"
"25947","0","2","Operation/Personnel Violations"
"26257","0","4","Operation/Personnel Violations"
"26287","0","12","Operation/Personnel Violations"
"27075","1","7","Illegal Search"
"27458","0","11","Use Of Force"
"27484","0","2","Lockup Procedures"
"28145","0","6","Operation/Personnel Violations"
"28445","0","12","Operation/Personnel Violations"
"28764","0","9","Use Of Force"
"29005","0","1","Illegal Search"
"29025","0","2","Operation/Personnel Violations"
"29279","0","1","False Arrest"
"29459","0","17","Operation/Personnel Violations"
"29934","0","4","Operation/Personnel Violations"
"30758","0","6","Operation/Personnel Violations"
"30891","0","8","Use Of Force"
"30983","0","4","Operation/Personnel Violations"
"31446","0","3","Use Of Force"
"31467","1","6","Use Of Force"
"31473","0","21","Illegal Search"
"31547","0","2","Domestic"
"31649","0","4","Domestic"
"31746","0","9","Traffic"
"31989","0","28","Use Of Force"
"32121","0","14","False Arrest"
"216","0","20","Operation/Personnel Violations"
"286","0","6","Operation/Personnel Violations"
"598","0","11","Operation/Personnel Violations"
"840","0","7","Operation/Personnel Violations"
"864","0","11","Illegal Search"
"1304","1","30","Use Of Force"
"1311","0","1","Operation/Personnel Violations"
"1573","0","18","Operation/Personnel Violations"
"1869","0","12","Operation/Personnel Violations"
"2425","0","1","Use Of Force"
"2507","0","4","Operation/Personnel Violations"
"2686","0","3","Lockup Procedures"
"2725","0","84","Illegal Search"
"2780","0","2","Lockup Procedures"
"2834","0","1","Bribery / Official Corruption"
"3126","0","54","Use Of Force"
"3768","0","3","Operation/Personnel Violations"
"3910","0","23","Operation/Personnel Violations"
"4026","0","16","Illegal Search"
"4070","0","3","Use Of Force"
"4119","0","23","Use Of Force"
"4186","0","2","Use Of Force"
"4587","0","7","Supervisory Responsibilities"
"5389","0","5","Criminal Misconduct"
"5420","0","4","Operation/Personnel Violations"
"5464","0","3","Conduct Unbecoming (Off-Duty)"
"5514","0","5","Domestic"
"5780","0","18","Illegal Search"
"6014","0","4","Operation/Personnel Violations"
"6020","1","22","Use Of Force"
"6102","0","37","Use Of Force"
"6245","0","2","Operation/Personnel Violations"
"6403","0","16","Use Of Force"
"6753","0","6","Illegal Search"
"6765","1","25","Illegal Search"
"7772","0","3","Drug / Alcohol Abuse"
"7807","0","8","Operation/Personnel Violations"
"8337","0","1","Verbal Abuse"
"8479","0","37","Operation/Personnel Violations"
"8584","0","3","Domestic"
"9157","0","2","Illegal Search"
"10597","0","3","Conduct Unbecoming (Off-Duty)"
"10659","0","12","Operation/Personnel Violations"
"11088","0","13","Operation/Personnel Violations"
"11358","0","7","Operation/Personnel Violations"
"11880","0","1","Verbal Abuse"
"11910","0","11","Operation/Personnel Violations"
"11961","0","1","Criminal Misconduct"
"12053","0","13","Operation/Personnel Violations"
"12193","0","21","Use Of Force"
"12198","0","5","Lockup Procedures"
"12693","0","1","Operation/Personnel Violations"
"13217","0","2","False Arrest"
"13458","0","41","Use Of Force"
"13529","0","7","Operation/Personnel Violations"
"13646","0","12","Operation/Personnel Violations"
"13827","0","4","Operation/Personnel Violations"
"14660","0","17","Conduct Unbecoming (Off-Duty)"
"14680","0","6","Use Of Force"
"15351","0","6","Operation/Personnel Violations"
"16370","0","5","Operation/Personnel Violations"
"16582","0","3","Operation/Personnel Violations"
"17764","0","3","Criminal Misconduct"
"18140","0","2","Operation/Personnel Violations"
"18318","0","21","Operation/Personnel Violations"
"18633","0","1","Domestic"
"19011","0","5","Use Of Force"
"19650","0","28","Use Of Force"
"19655","0","4","Operation/Personnel Violations"
"19776","0","3","False Arrest"
"20054","0","2","Drug / Alcohol Abuse"
"20235","0","2","Criminal Misconduct"
"20816","0","18","Use Of Force"
"21313","0","4","Lockup Procedures"
"21380","0","9","Illegal Search"
"22276","0","14","Operation/Personnel Violations"
"22373","0","7","Operation/Personnel Violations"
"22376","0","2","Use Of Force"
"22521","0","1","Verbal Abuse"
"22830","0","15","Operation/Personnel Violations"
"23230","0","3","Operation/Personnel Violations"
"23318","0","1","Use Of Force"
"23393","0","9","Operation/Personnel Violations"
"23617","0","7","Use Of Force"
"23645","0","4","Operation/Personnel Violations"
"24000","0","3","Operation/Personnel Violations"
"24202","0","2","Operation/Personnel Violations"
"24257","0","2","Supervisory Responsibilities"
"24560","0","7","Operation/Personnel Violations"
"24765","0","3","Conduct Unbecoming (Off-Duty)"
"25030","0","11","Use Of Force"
"25175","0","10","Use Of Force"
"25458","0","3","Lockup Procedures"
"25837","0","8","Operation/Personnel Violations"
"25847","0","7","Use Of Force"
"25870","0","4","Drug / Alcohol Abuse"
"26280","0","29","Operation/Personnel Violations"
"26360","0","2","Use Of Force"
"26540","1","13","Use Of Force"
"26669","0","6","Operation/Personnel Violations"
"26895","0","16","Operation/Personnel Violations"
"26900","0","10","Operation/Personnel Violations"
"26957","0","8","Operation/Personnel Violations"
"27196","0","1","Operation/Personnel Violations"
"28205","0","4","Use Of Force"
"28234","0","4","Drug / Alcohol Abuse"
"28250","0","2","Lockup Procedures"
"28435","0","8","Use Of Force"
"28438","0","7","Operation/Personnel Violations"
"28539","0","4","Operation/Personnel Violations"
"28719","0","2","Lockup Procedures"
"29867","0","3","Use Of Force"
"30075","0","4","Operation/Personnel Violations"
"30357","0","1","Lockup Procedures"
"30581","0","16","Operation/Personnel Violations"
"31077","0","10","Operation/Personnel Violations"
"31103","0","6","Conduct Unbecoming (Off-Duty)"
"32430","0","20","Illegal Search"
"583","0","9","Illegal Search"
"791","0","12","Operation/Personnel Violations"
"999","0","2","Operation/Personnel Violations"
"1932","0","30","Use Of Force"
"1974","1","22","Operation/Personnel Violations"
"2151","0","30","Operation/Personnel Violations"
"2504","1","4","Operation/Personnel Violations"
"2844","0","12","Illegal Search"
"3053","0","27","Operation/Personnel Violations"
"3565","1","16","Use Of Force"
"3626","0","7","Operation/Personnel Violations"
"3667","0","18","Operation/Personnel Violations"
"3826","0","6","Conduct Unbecoming (Off-Duty)"
"3978","0","18","Use Of Force"
"4057","0","4","Operation/Personnel Violations"
"4369","1","3","Operation/Personnel Violations"
"4464","0","12","Use Of Force"
"5022","0","3","Drug / Alcohol Abuse"
"5312","0","9","Use Of Force"
"5399","0","12","Operation/Personnel Violations"
"5624","0","16","Operation/Personnel Violations"
"5749","0","36","Use Of Force"
"5852","0","3","Lockup Procedures"
"6286","0","4","Operation/Personnel Violations"
"6466","0","2","Operation/Personnel Violations"
"6849","0","1","False Arrest"
"7100","0","2","False Arrest"
"7339","0","67","Use Of Force"
"7628","0","14","Operation/Personnel Violations"
"7697","0","12","Operation/Personnel Violations"
"7806","0","13","Use Of Force"
"8613","0","1","Supervisory Responsibilities"
"8809","0","3","Operation/Personnel Violations"
"8839","0","25","Operation/Personnel Violations"
"9169","0","2","Operation/Personnel Violations"
"9272","0","1","Illegal Search"
"9422","0","18","Use Of Force"
"9619","0","36","Operation/Personnel Violations"
"9947","0","13","Use Of Force"
"10251","0","1","Operation/Personnel Violations"
"10823","0","23","Use Of Force"
"11854","0","27","Operation/Personnel Violations"
"11956","0","8","Operation/Personnel Violations"
"12087","1","14","Illegal Search"
"12282","1","10","Operation/Personnel Violations"
"12336","0","22","Conduct Unbecoming (Off-Duty)"
"13685","0","8","False Arrest"
"13758","0","14","Use Of Force"
"13998","0","1","Use Of Force"
"14454","0","2","Use Of Force"
"15520","0","7","Supervisory Responsibilities"
"15566","0","1","Use Of Force"
"15660","0","1","Operation/Personnel Violations"
"15916","0","9","Operation/Personnel Violations"
"16672","0","1","Operation/Personnel Violations"
"17168","0","13","Operation/Personnel Violations"
"17320","0","9","Operation/Personnel Violations"
"17733","0","1","Conduct Unbecoming (Off-Duty)"
"17977","0","10","Operation/Personnel Violations"
"18108","0","13","Operation/Personnel Violations"
"18186","0","6","Operation/Personnel Violations"
"18235","0","1","Operation/Personnel Violations"
"18328","0","2","Illegal Search"
"19279","0","10","Operation/Personnel Violations"
"19359","0","4","Conduct Unbecoming (Off-Duty)"
"19402","0","9","Domestic"
"19474","0","16","Operation/Personnel Violations"
"20096","0","3","Operation/Personnel Violations"
"20668","0","3","Criminal Misconduct"
"20900","0","6","Operation/Personnel Violations"
"22151","0","13","Use Of Force"
"23162","0","10","Operation/Personnel Violations"
"23231","0","1","Conduct Unbecoming (Off-Duty)"
"23580","0","10","Operation/Personnel Violations"
"23650","0","2","Conduct Unbecoming (Off-Duty)"
"23832","0","2","Operation/Personnel Violations"
"23878","0","5","Domestic"
"23890","0","23","Operation/Personnel Violations"
"24453","0","2","Operation/Personnel Violations"
"24821","0","7","Operation/Personnel Violations"
"25019","0","18","Use Of Force"
"25105","0","5","Operation/Personnel Violations"
"25256","0","21","Operation/Personnel Violations"
"25496","0","14","Operation/Personnel Violations"
"25589","0","5","Operation/Personnel Violations"
"25608","0","2","Operation/Personnel Violations"
"26238","0","10","Operation/Personnel Violations"
"26470","0","1","Operation/Personnel Violations"
"26551","0","10","Illegal Search"
"26825","0","1","Operation/Personnel Violations"
"26935","0","2","False Arrest"
"27408","1","26","Use Of Force"
"27472","0","14","Illegal Search"
"27636","0","13","Illegal Search"
"27818","0","3","Illegal Search"
"27834","0","3","Operation/Personnel Violations"
"28061","0","1","Operation/Personnel Violations"
"28207","0","15","Use Of Force"
"28410","0","6","Use Of Force"
"29034","0","6","Operation/Personnel Violations"
"29091","1","5","Operation/Personnel Violations"
"29148","0","26","Use Of Force"
"29172","0","1","Operation/Personnel Violations"
"29622","0","1","Operation/Personnel Violations"
"29712","0","4","Illegal Search"
"30661","0","4","Operation/Personnel Violations"
"30714","0","7","Operation/Personnel Violations"
"30717","0","12","Operation/Personnel Violations"
"31248","0","10","Operation/Personnel Violations"
"31836","0","7","Operation/Personnel Violations"
"32179","0","5","Illegal Search"
"32380","1","20","Illegal Search"
"137","0","6","Operation/Personnel Violations"
"505","0","14","Use Of Force"
"626","0","13","Use Of Force"
"1563","0","1","Conduct Unbecoming (Off-Duty)"
"1914","0","9","Operation/Personnel Violations"
"2103","0","9","Operation/Personnel Violations"
"2150","0","10","Operation/Personnel Violations"
"2233","0","3","Verbal Abuse"
"2521","0","4","Lockup Procedures"
"2811","0","5","Use Of Force"
"2822","0","18","Operation/Personnel Violations"
"3088","0","17","Operation/Personnel Violations"
"3166","0","5","Use Of Force"
"3325","0","12","Operation/Personnel Violations"
"3653","0","1","Operation/Personnel Violations"
"3959","0","3","Lockup Procedures"
"4077","0","7","Conduct Unbecoming (Off-Duty)"
"4123","0","2","Operation/Personnel Violations"
"4153","0","2","Operation/Personnel Violations"
"4173","0","1","Drug / Alcohol Abuse"
"4289","0","18","Operation/Personnel Violations"
"4895","0","4","Lockup Procedures"
"5060","0","1","Operation/Personnel Violations"
"5077","0","11","Operation/Personnel Violations"
"5225","0","11","Operation/Personnel Violations"
"5855","1","11","Operation/Personnel Violations"
"6534","0","7","Operation/Personnel Violations"
"6685","0","12","Operation/Personnel Violations"
"6817","0","4","Operation/Personnel Violations"
"7373","0","4","Operation/Personnel Violations"
"8060","0","26","Illegal Search"
"8324","0","2","Operation/Personnel Violations"
"8921","0","8","Operation/Personnel Violations"
"9287","0","3","Operation/Personnel Violations"
"9583","0","45","Use Of Force"
"9742","0","4","Operation/Personnel Violations"
"9983","0","4","Conduct Unbecoming (Off-Duty)"
"10098","0","9","Operation/Personnel Violations"
"10815","0","1","Operation/Personnel Violations"
"11522","0","6","Operation/Personnel Violations"
"11781","0","1","Conduct Unbecoming (Off-Duty)"
"11866","0","1","Drug / Alcohol Abuse"
"12033","0","6","False Arrest"
"12190","0","5","Conduct Unbecoming (Off-Duty)"
"12463","0","8","Operation/Personnel Violations"
"13256","0","20","Use Of Force"
"13594","0","41","Use Of Force"
"14140","0","2","Illegal Search"
"14390","1","47","Use Of Force"
"14807","0","6","Operation/Personnel Violations"
"14886","0","8","Operation/Personnel Violations"
"15156","0","2","Criminal Misconduct"
"15883","1","16","Use Of Force"
"15924","0","10","Operation/Personnel Violations"
"16137","0","2","Drug / Alcohol Abuse"
"16420","0","8","Operation/Personnel Violations"
"16571","0","45","Use Of Force"
"16614","0","3","Operation/Personnel Violations"
"16727","0","1","False Arrest"
"16910","0","4","Operation/Personnel Violations"
"17073","0","4","Operation/Personnel Violations"
"17882","0","32","Illegal Search"
"17916","1","22","Operation/Personnel Violations"
"18261","0","15","Operation/Personnel Violations"
"18875","0","2","Operation/Personnel Violations"
"19637","0","2","Lockup Procedures"
"19705","0","22","Use Of Force"
"19819","0","6","Operation/Personnel Violations"
"20189","0","1","Operation/Personnel Violations"
"20207","0","59","Use Of Force"
"20582","0","2","Criminal Misconduct"
"20948","0","1","Traffic"
"21263","0","9","Domestic"
"22169","0","2","Illegal Search"
"22471","0","3","Operation/Personnel Violations"
"23056","0","3","Criminal Misconduct"
"23121","0","8","Operation/Personnel Violations"
"23183","0","7","Illegal Search"
"23246","0","19","Operation/Personnel Violations"
"23996","0","1","Conduct Unbecoming (Off-Duty)"
"24201","0","1","Operation/Personnel Violations"
"24586","0","21","Operation/Personnel Violations"
"24665","0","6","Operation/Personnel Violations"
"24967","0","10","Operation/Personnel Violations"
"25174","0","1","Use Of Force"
"25195","0","7","Operation/Personnel Violations"
"26136","0","9","Operation/Personnel Violations"
"26695","0","7","Operation/Personnel Violations"
"26792","0","20","Operation/Personnel Violations"
"27094","1","15","Use Of Force"
"27133","0","7","Operation/Personnel Violations"
"27487","0","2","Operation/Personnel Violations"
"28441","1","34","Illegal Search"
"28441","1","34","Illegal Search"
"29035","0","14","Operation/Personnel Violations"
"29275","0","1","Operation/Personnel Violations"
"30082","0","9","Use Of Force"
"30409","0","14","Illegal Search"
"30517","0","8","Operation/Personnel Violations"
"30786","0","1","Operation/Personnel Violations"
"31519","0","1","Use Of Force"
"31734","0","2","Operation/Personnel Violations"
"31834","1","56","Use Of Force"
"31835","0","29","Illegal Search"
"31919","0","24","Use Of Force"
"32202","1","23","Use Of Force"
"21","0","16","Conduct Unbecoming (Off-Duty)"
"135","0","10","Use Of Force"
"238","0","14","Illegal Search"
"809","0","7","Operation/Personnel Violations"
"877","0","5","Operation/Personnel Violations"
"881","0","8","Use Of Force"
"2311","0","56","Use Of Force"
"2599","0","4","Use Of Force"
"2729","0","6","Operation/Personnel Violations"
"2907","0","47","Traffic"
"3839","0","3","Use Of Force"
"3881","0","9","Operation/Personnel Violations"
"4602","0","5","Conduct Unbecoming (Off-Duty)"
"4919","0","3","False Arrest"
"5095","0","3","Lockup Procedures"
"5525","0","14","Illegal Search"
"6125","0","1","Criminal Misconduct"
"6509","0","10","Operation/Personnel Violations"
"6699","0","2","Operation/Personnel Violations"
"7199","0","35","Use Of Force"
"8091","0","20","Operation/Personnel Violations"
"8592","0","9","Operation/Personnel Violations"
"9139","0","3","Criminal Misconduct"
"9491","0","19","Operation/Personnel Violations"
"9673","0","1","Criminal Misconduct"
"10322","0","29","Illegal Search"
"10877","0","29","Operation/Personnel Violations"
"11317","0","8","Lockup Procedures"
"11622","0","19","Use Of Force"
"11731","0","16","Use Of Force"
"12144","0","2","Bribery / Official Corruption"
"12849","0","2","Lockup Procedures"
"13734","0","1","Operation/Personnel Violations"
"13929","0","2","Operation/Personnel Violations"
"13951","0","6","Operation/Personnel Violations"
"14399","0","28","Operation/Personnel Violations"
"14633","0","7","Operation/Personnel Violations"
"15531","0","10","Use Of Force"
"16202","0","7","Illegal Search"
"16337","1","34","Illegal Search"
"16488","0","2","Criminal Misconduct"
"16843","0","21","Use Of Force"
"17770","0","5","Operation/Personnel Violations"
"18078","0","1","Operation/Personnel Violations"
"18177","0","1","Operation/Personnel Violations"
